Verbal,Quantitative,Analytical_Writing,CGPA,Age,Admitted
650,690,3.0,4.05,24,0
490,740,5.0,3.75,24,0
640,800,5.0,3.35,23,1
580,730,3.0,3.85,25,0
560,760,3.0,4.44,22,0
690,690,2.0,4.12,22,0
620,710,5.0,4.44,42,0
580,760,4.0,3.31,23,0
660,740,4.0,3.6,24,0
580,740,3.0,3.78,31,0
680,800,2.5,4.75,22,1
690,680,3.0,3.99,21,0
680,730,2.5,3.87,22,0
720,690,3.0,4.59,24,0
580,740,5.0,3.67,23,0
490,800,4.0,3.95,36,0
680,770,3.5,4.15,22,1
720,730,2.5,4.5,22,0
530,680,4.0,3.48,25,0
530,700,2.5,3.71,42,0
720,780,4.5,4.74,25,1
620,760,3.0,4.74,24,1
480,740,3.5,3.55,21,0
640,720,5.0,4.11,25,0
480,770,3.5,3.91,21,0
580,750,3.0,3.98,22,0
490,690,6.0,3.59,24,0
610,680,2.0,4.79,42,0
490,750,3.0,3.55,25,0
510,710,4.0,3.68,22,0
530,720,5.5,4.79,22,0
520,730,4.0,3.36,24,0
530,700,5.5,4.79,22,0
500,800,5.0,4.21,21,0
650,710,6.0,3.99,24,0
720,710,3.0,4.58,22,0
640,710,4.5,3.76,25,0
630,690,6.0,4.62,21,0
570,740,3.0,4.34,21,0
600,730,5.0,4.77,22,0
570,740,3.0,3.77,22,0
590,730,2.5,4.18,22,0
560,680,6.0,4.81,21,0
530,740,3.0,3.83,23,0
540,770,6.0,4.68,22,0
580,700,6.0,4.47,22,0
590,780,3.5,3.89,21,0
620,780,3.5,4.19,42,1
710,790,5.5,3.69,25,1
600,740,3.0,4.26,25,0
710,760,3.0,3.34,42,1
590,730,4.5,3.94,21,0
690,720,4.5,3.42,24,0
500,780,3.0,4.69,21,0
710,720,6.0,3.42,22,0
640,700,6.0,4.78,22,0
650,740,5.0,3.94,24,0
640,720,4.5,3.5,25,0
670,700,2.5,4.39,42,0
570,750,6.0,4.8,36,0
670,710,4.5,4.45,24,0
520,720,5.0,4.84,24,0
530,740,4.0,3.71,23,0
500,770,6.0,4.13,31,0
660,760,5.0,3.86,22,1
580,710,2.0,3.76,31,0
500,720,3.5,3.48,23,0
560,790,6.0,4.67,22,0
700,710,2.0,3.48,22,0
660,720,2.0,4.28,25,0
680,710,3.5,4.23,25,0
660,800,4.0,4.12,21,1
720,710,5.5,4.64,22,0
500,760,5.5,3.95,24,0
560,780,3.5,4.59,36,0
690,680,2.0,4.26,21,0
700,800,5.5,4.24,23,1
480,680,5.5,3.75,22,0
560,770,5.0,4.63,22,0
570,770,4.0,3.5,22,0
610,680,3.5,3.47,24,0
650,700,3.5,4.69,23,0
650,800,6.0,3.87,23,1
590,760,6.0,3.3,31,0
510,680,2.0,3.33,20,0
480,790,4.0,4.04,21,0
560,760,2.0,4.75,22,0
720,800,2.0,4.39,25,1
590,740,6.0,3.96,22,0
560,800,4.0,4.36,21,0
660,770,4.5,3.31,22,1
660,750,4.0,4.45,25,1
600,760,3.0,4.21,25,1
610,790,4.0,4.51,25,1
560,740,5.5,3.79,24,0
630,700,6.0,3.82,21,0
710,720,3.0,3.92,22,0
720,790,4.5,4.46,23,1
530,740,2.5,3.67,42,0
570,760,2.0,4.43,23,0
580,700,4.0,4.23,25,0
500,770,3.0,4.62,23,0
510,720,2.5,3.47,23,0
610,800,5.0,3.53,25,1
660,690,2.0,3.77,21,0
510,740,4.0,4.08,24,0
570,700,4.5,4.14,25,0
510,790,2.0,3.59,23,0
630,740,4.0,3.81,22,0
590,700,5.5,4.26,23,0
700,800,4.0,3.43,25,1
720,760,4.0,3.8,25,1
690,690,2.5,3.75,42,0
530,720,4.0,3.77,20,0
630,740,4.0,3.67,22,0
480,760,2.5,3.4,22,0
540,690,3.0,3.69,22,0
520,740,2.0,4.53,24,0
620,760,3.5,3.7,21,1
720,760,6.0,3.71,31,1
690,790,2.5,4.6,21,1
650,770,5.5,3.47,24,1
550,680,2.0,4.07,24,0
690,680,5.5,4.0,22,0
660,730,3.5,4.29,23,0
610,790,5.5,3.63,20,1
630,770,6.0,3.8,23,1
540,710,5.0,4.27,23,0
520,690,4.0,4.41,21,0
640,740,5.0,4.76,20,0
570,800,3.5,3.34,22,0
690,800,4.0,3.82,25,1
690,700,3.5,4.77,23,0
600,680,3.5,4.38,22,0
670,740,6.0,3.81,31,0
630,680,5.5,3.46,22,0
720,750,3.5,4.77,31,1
650,750,4.0,4.05,24,1
550,740,4.0,3.54,36,0
660,710,5.0,3.69,21,0
530,700,2.0,4.27,23,0
570,710,5.5,4.51,22,0
610,720,2.0,3.8,20,0
640,740,3.5,4.51,23,0
600,740,4.0,3.45,24,0
660,700,3.0,4.54,22,0
520,740,6.0,4.62,25,0
710,700,5.5,3.73,25,0
500,770,3.5,3.81,21,0
620,760,2.5,3.99,22,1
590,720,2.5,3.42,22,0
560,700,3.0,4.29,22,0
540,740,3.5,4.69,22,0
510,720,3.5,3.67,23,0
500,720,2.5,4.09,21,0
580,710,4.5,3.84,36,0
580,790,5.0,4.72,31,0
550,710,6.0,3.88,20,0
610,800,3.0,4.06,21,1
630,700,2.5,4.01,21,0
600,790,4.5,3.46,31,1
710,780,3.0,4.03,36,1
690,690,2.0,3.38,24,0
640,730,6.0,4.61,23,0
610,690,4.0,3.78,24,0
480,720,6.0,3.73,25,0
640,730,2.5,3.56,24,0
700,720,4.0,4.84,20,0
610,780,6.0,4.76,22,1
660,770,6.0,3.52,42,1
590,710,3.5,4.49,42,0
630,800,2.0,4.42,25,1
570,740,5.5,4.28,20,0
720,680,6.0,4.76,22,0
630,690,5.0,3.4,25,0
540,680,2.5,4.22,24,0
610,740,3.5,4.65,25,0
530,710,2.0,3.64,36,0
670,720,4.0,4.09,31,0
720,720,5.0,3.92,25,0
530,770,5.0,4.24,23,0
660,700,4.5,4.83,25,0
670,730,3.0,4.7,22,0
510,800,4.0,4.29,22,0
600,680,3.5,4.45,21,0
680,690,2.0,4.61,22,0
670,760,4.5,3.41,24,1
490,690,4.5,3.35,22,0
610,740,5.5,4.74,23,0
660,800,5.0,3.48,36,1
480,680,4.0,4.52,22,0
490,780,5.5,4.64,25,0
480,710,5.0,4.73,22,0
610,710,5.0,3.6,36,0
630,770,4.0,4.53,22,1
560,680,2.5,4.13,23,0
600,720,6.0,3.54,23,0
620,710,2.0,3.68,22,0
630,740,5.0,3.34,23,0
620,780,5.0,3.62,22,1
560,790,5.0,4.15,20,0
690,730,4.5,3.58,22,0
720,730,4.5,3.38,23,0
660,790,2.0,3.82,25,1
710,700,2.5,4.56,22,0
700,740,4.5,3.91,22,0
590,730,3.5,3.65,21,0
620,690,3.5,4.2,22,0
700,740,3.5,3.62,42,0
720,710,5.0,3.94,23,0
540,800,4.0,3.92,22,0
620,770,4.5,4.32,22,1
610,680,2.5,3.43,21,0
650,700,4.5,4.74,42,0
490,730,4.0,4.12,25,0
510,740,4.5,4.18,31,0
610,750,5.5,4.73,21,1
580,740,5.5,4.23,42,0
510,800,2.0,3.87,31,0
660,750,3.0,3.46,36,1
720,760,3.5,4.12,22,1
670,720,4.0,3.78,21,0
570,730,4.5,3.51,24,0
610,710,5.0,3.97,23,0
490,790,2.5,4.54,25,0
710,730,4.5,3.39,22,0
500,710,4.0,4.39,23,0
570,800,6.0,3.67,25,0
620,690,2.5,3.61,23,0
650,790,4.5,4.05,24,1
660,780,2.5,3.49,22,1
610,690,2.5,4.35,36,0
510,700,4.5,3.88,42,0
540,730,2.5,4.84,22,0
650,760,3.0,4.13,31,1
500,730,3.5,3.6,25,0
640,720,3.5,4.04,23,0
530,780,4.5,4.26,24,0
700,740,6.0,4.28,21,0
570,790,6.0,4.81,22,0
710,680,2.5,4.25,21,0
640,680,2.0,3.37,25,0
530,760,3.5,3.79,22,0
660,760,2.0,3.48,23,1
580,710,6.0,4.36,36,0
650,780,4.0,4.15,21,1
530,750,5.5,3.33,21,0
650,800,3.5,4.04,24,1
690,720,6.0,4.35,24,0
560,750,5.0,4.0,36,0
690,770,6.0,4.39,23,1
700,760,6.0,3.52,24,1
660,770,6.0,4.24,23,1
620,800,3.5,4.35,36,1
590,790,3.0,3.77,22,0
700,740,4.5,3.5,23,0
710,750,4.0,3.99,24,1
500,800,3.0,3.63,24,0
660,690,4.5,4.73,22,0
630,760,4.0,3.47,22,1
560,710,2.5,4.12,21,0
660,720,5.0,4.3,22,0
560,740,4.0,3.91,31,0
690,730,4.5,3.56,24,0
500,770,4.0,3.4,31,0
590,710,2.5,3.8,24,0
620,720,5.5,4.2,22,0
640,790,3.5,4.39,25,1
480,720,2.5,4.63,21,0
580,720,3.0,4.37,22,0
700,750,3.0,3.45,21,1
550,740,6.0,3.43,31,0
720,740,2.5,3.62,22,0
590,740,6.0,3.51,21,0
480,780,6.0,4.78,20,0
630,730,3.5,4.68,21,0
610,760,3.5,4.76,24,1
690,730,3.0,3.6,22,0
640,800,2.5,4.3,23,1
670,770,4.5,4.0,31,1
530,680,3.0,3.54,24,0
710,720,5.0,4.51,22,0
520,700,4.5,3.7,22,0
610,770,4.0,3.91,23,1
620,760,3.0,3.3,42,1
710,720,5.0,4.76,23,0
600,680,2.5,3.79,25,0
680,780,3.5,4.37,31,1
650,740,6.0,4.82,24,0
490,740,4.5,4.02,25,0
660,690,5.0,4.8,24,0
490,710,3.5,4.43,23,0
720,690,3.0,4.72,24,0
640,720,5.0,4.25,23,0
500,800,5.0,3.62,22,0
690,740,5.0,4.46,22,0
480,750,6.0,4.37,21,0
690,780,4.5,4.16,25,1
700,750,5.5,3.7,21,1
490,740,2.0,3.36,25,0
490,690,6.0,4.37,22,0
580,690,2.5,3.49,23,0
680,690,5.5,3.89,25,0
510,770,2.5,3.79,23,0
610,770,3.5,3.75,20,1
600,750,4.0,4.76,23,1
680,710,5.5,4.19,22,0
680,730,6.0,4.68,23,0
490,760,6.0,4.22,22,0
670,700,5.0,4.18,36,0
580,750,3.5,4.71,24,0
640,710,2.0,4.76,22,0
490,740,4.5,3.39,42,0
480,720,5.0,4.47,24,0
720,790,4.0,3.66,22,1
530,720,3.0,4.46,23,0
580,740,3.5,4.54,23,0
550,710,3.0,3.8,25,0
620,730,2.5,4.39,23,0
710,730,3.5,4.2,21,0
540,740,3.5,3.37,22,0
610,780,2.5,3.33,42,1
560,690,2.5,4.83,24,0
560,770,4.0,4.23,23,0
610,720,4.5,4.12,25,0
550,710,3.0,3.69,24,0
530,750,4.5,4.7,36,0
530,800,4.0,4.32,24,0
560,690,6.0,3.74,22,0
500,780,3.0,4.34,21,0
590,740,5.5,4.0,31,0
650,770,5.5,3.98,21,1
590,710,2.5,3.35,22,0
500,760,3.0,4.57,21,0
510,800,2.0,4.14,22,0
660,750,3.0,4.73,23,1
590,710,2.0,3.99,23,0
540,730,6.0,3.63,24,0
500,790,4.5,4.18,25,0
620,680,6.0,3.82,23,0
620,760,5.5,3.64,36,1
540,710,6.0,4.68,31,0
520,770,5.5,4.56,31,0
480,770,5.5,4.47,36,0
580,760,2.0,3.41,25,0
620,800,5.5,4.77,22,1
720,720,4.0,3.31,21,0
590,800,2.0,4.82,24,0
500,690,3.0,4.63,22,0
640,750,5.0,4.51,25,1
660,750,5.0,3.62,24,1
510,700,2.5,4.6,21,0
520,800,4.0,4.03,22,0
630,780,4.0,3.34,23,1
510,750,2.5,3.32,20,0
590,690,3.0,4.18,21,0
570,760,5.0,4.06,22,0
530,730,4.0,4.0,23,0
500,690,5.5,3.94,25,0
640,690,5.5,4.29,22,0
660,700,4.5,4.14,24,0
510,800,4.0,3.82,22,0
550,730,2.0,3.47,23,0
610,720,4.5,4.59,22,0
710,780,3.0,4.29,20,1
560,760,4.5,4.1,21,0
540,780,4.0,4.26,36,0
500,740,6.0,4.6,22,0
480,710,3.0,4.01,36,0
690,700,5.5,4.11,21,0
660,740,3.5,3.82,22,0
690,680,5.5,3.57,22,0
690,770,4.5,4.62,24,1
620,730,4.5,3.8,22,0
530,690,3.0,3.85,21,0
640,700,3.0,4.39,21,0
620,750,3.0,3.65,24,1
580,700,5.0,4.8,23,0
530,760,4.0,3.65,20,0
610,780,2.5,4.22,22,1
620,790,3.5,4.73,22,1
580,790,3.5,4.19,20,0
700,750,2.0,3.78,24,1
520,740,4.5,4.07,22,0
690,710,4.0,3.4,21,0
680,720,3.0,3.45,24,0
520,750,6.0,3.35,22,0
520,760,4.5,4.57,22,0
530,740,5.5,3.43,21,0
610,680,2.0,3.51,42,0
580,780,5.0,3.65,23,0
490,730,3.5,3.67,24,0
530,760,4.5,4.04,23,0
620,800,4.0,4.59,36,1
630,710,5.5,4.55,42,0
520,770,3.5,3.54,24,0
590,770,4.0,3.58,22,0
710,790,5.0,3.69,21,1
640,790,2.0,4.45,22,1
570,690,6.0,4.05,31,0
620,720,4.0,3.46,22,0
670,700,3.0,4.04,23,0
670,720,2.5,3.86,36,0
720,700,3.0,4.19,24,0
690,720,4.5,3.66,23,0
550,720,2.0,4.18,22,0
630,720,6.0,4.59,25,0
540,750,5.5,3.97,42,0
650,720,3.5,4.39,25,0
520,800,2.0,4.05,24,0
510,750,6.0,3.3,22,0
550,770,3.5,4.47,22,0
500,760,3.0,3.6,31,0
690,770,3.0,4.57,31,1
500,750,2.0,4.14,42,0
650,740,2.0,4.07,24,0
700,750,4.5,3.99,21,1
570,720,3.5,4.56,25,0
550,800,2.5,4.84,23,0
590,760,2.5,4.51,36,0
480,760,4.5,4.05,22,0
500,750,5.5,4.66,24,0
500,740,5.5,4.41,21,0
720,780,3.5,3.96,21,1
720,680,4.0,3.76,23,0
710,690,2.5,4.42,25,0
540,730,3.5,3.41,22,0
650,720,4.0,3.74,42,0
650,710,5.5,3.5,36,0
610,740,6.0,3.76,31,0
620,740,5.0,3.88,24,0
580,800,2.5,4.62,22,0
530,770,3.0,4.22,24,0
710,730,6.0,4.38,23,0
650,760,3.5,3.61,25,1
680,800,4.0,4.49,24,1
590,680,4.0,4.0,24,0
550,750,6.0,4.5,25,0
540,710,5.0,3.84,25,0
490,770,6.0,4.11,22,0
690,680,6.0,3.51,21,0
700,700,5.0,3.8,21,0
560,680,5.5,4.09,21,0
650,690,6.0,4.21,23,0
490,750,4.5,4.28,24,0
660,780,2.5,3.92,23,1
550,780,2.5,4.13,24,0
660,770,4.0,4.74,22,1
640,730,4.5,3.78,21,0
550,740,3.5,4.3,22,0
560,730,4.0,3.7,22,0
490,770,2.5,3.65,23,0
580,790,5.5,4.4,36,0
680,780,6.0,3.79,25,1
540,690,5.5,3.73,22,0
680,690,6.0,3.62,22,0
660,690,2.0,4.71,22,0
550,740,5.0,3.58,23,0
630,790,6.0,3.96,22,1
660,680,6.0,4.07,21,0
660,720,5.0,3.75,24,0
710,700,4.0,4.05,24,0
580,750,3.5,4.06,31,0
540,740,2.0,3.33,22,0
500,740,2.0,3.57,25,0
510,780,6.0,3.86,36,0
710,790,3.0,4.45,23,1
560,730,6.0,3.9,25,0
590,710,6.0,4.03,22,0
660,800,3.5,3.77,22,1
640,770,3.5,3.71,22,1
690,780,4.5,4.23,23,1
480,690,4.0,4.29,24,0
640,710,5.5,4.4,36,0
660,800,6.0,3.53,22,1
640,730,5.5,4.55,21,0
620,740,3.0,3.32,22,0
490,780,2.5,4.3,25,0
590,720,2.0,4.65,21,0
540,770,3.0,3.34,24,0
630,760,6.0,3.47,24,1
670,700,3.5,4.42,21,0
560,760,4.0,3.45,25,0
510,790,4.0,4.7,42,0
710,760,2.5,4.34,20,1
600,700,2.0,4.59,22,0
640,780,2.5,4.77,31,1
500,760,2.5,3.87,20,0
610,780,6.0,3.71,25,1
610,740,3.0,3.92,42,0
690,700,6.0,4.05,23,0
610,740,3.0,4.8,22,0
650,690,5.5,4.74,21,0
540,710,2.0,4.47,23,0
640,790,5.0,3.54,22,1
510,760,4.5,4.11,42,0
600,760,5.0,3.74,21,1
710,800,3.5,3.69,21,1
510,790,4.5,4.06,22,0
660,710,4.0,4.76,22,0
560,730,3.5,4.56,22,0
680,790,6.0,3.73,36,1
600,710,2.0,4.33,25,0
630,750,4.0,4.51,24,1
550,750,6.0,3.55,23,0
620,800,4.0,4.17,24,1
700,720,5.5,4.59,22,0
630,680,5.5,4.81,22,0
720,720,4.0,3.7,24,0
520,790,6.0,3.72,22,0
680,720,5.0,4.81,25,0
500,770,4.5,3.92,22,0
590,680,2.0,3.81,22,0
610,680,5.5,4.8,21,0
720,730,2.0,4.12,24,0
510,770,6.0,4.36,36,0
480,740,2.5,4.63,22,0
520,700,4.0,3.56,23,0
660,680,4.5,3.51,21,0
670,760,3.0,4.47,42,1
570,710,6.0,3.69,23,0
690,710,4.5,4.81,24,0
480,700,3.5,3.82,24,0
520,770,2.5,4.72,22,0
630,690,2.5,3.64,20,0
490,760,4.0,3.47,42,0
510,750,3.0,3.41,24,0
490,690,6.0,3.65,36,0
590,780,3.0,3.38,22,0
670,790,4.0,4.65,21,1
570,680,3.0,4.09,21,0
660,740,4.0,4.09,22,0
680,770,2.5,4.39,22,1
650,700,2.5,3.89,22,0
610,730,5.0,3.78,22,0
550,800,5.5,3.56,24,0
580,800,6.0,3.74,36,0
620,690,3.5,4.54,22,0
700,750,2.0,3.62,21,1
590,740,4.5,4.02,23,0
500,740,6.0,4.13,22,0
600,740,5.5,3.76,22,0
590,780,4.5,4.25,22,0
660,710,5.0,3.71,21,0
550,720,4.5,3.7,31,0
510,800,4.5,3.65,21,0
530,770,3.0,4.08,24,0
610,690,3.5,3.76,24,0
560,680,6.0,3.93,24,0
630,690,4.5,4.13,23,0
480,750,4.5,4.26,25,0
580,770,2.5,4.04,25,0
560,720,6.0,3.45,24,0
700,740,4.5,4.76,31,0
530,730,5.5,4.06,22,0
700,780,5.0,3.68,23,1
650,790,5.0,4.65,23,1
550,700,3.5,4.13,22,0
690,800,3.0,3.32,22,1
720,720,3.5,4.8,42,0
580,750,4.5,3.33,20,0
550,690,6.0,4.74,23,0
510,690,4.0,3.36,42,0
700,730,5.0,3.48,21,0
590,780,2.0,4.58,22,0
650,680,2.5,4.29,22,0
490,690,5.0,4.04,23,0
560,710,5.0,4.02,21,0
710,750,6.0,3.51,22,1
540,680,2.5,4.63,42,0
660,690,5.0,4.26,25,0
550,800,2.0,3.8,23,0
620,800,3.0,3.98,22,1
550,680,5.5,3.95,42,0
660,710,3.0,3.86,22,0
640,730,2.0,3.38,22,0
530,780,2.5,3.87,22,0
690,760,4.0,4.21,21,1
660,760,3.0,4.46,25,1
570,760,4.0,4.64,20,0
600,710,2.5,4.26,21,0
620,790,4.0,3.89,21,1
720,690,3.0,4.41,23,0
600,740,5.5,3.39,21,0
550,770,5.0,4.21,22,0
480,730,5.5,4.21,31,0
590,690,5.0,3.54,36,0
510,740,3.0,4.03,23,0
500,780,5.5,3.89,22,0
660,790,6.0,4.72,22,1
680,750,2.0,4.0,22,1
540,790,3.5,4.82,22,0
670,700,2.0,4.66,21,0
530,700,5.0,3.74,31,0
700,720,3.0,4.6,21,0
480,750,2.0,3.55,22,0
600,780,4.5,3.49,22,1
510,680,5.0,3.49,20,0
510,700,5.5,3.32,23,0
570,780,4.5,3.47,20,0
630,680,2.0,4.49,23,0
690,750,5.0,3.71,23,1
650,680,4.5,4.61,22,0
640,710,3.0,4.08,22,0
590,770,5.5,3.98,22,0
490,780,2.0,3.75,24,0
600,680,2.0,3.48,20,0
570,780,2.0,3.97,31,0
580,750,5.0,4.11,23,0
710,750,5.0,4.67,21,1
620,720,5.5,4.84,36,0
700,790,3.0,4.82,31,1
670,770,5.0,3.45,21,1
720,790,4.0,4.03,25,1
550,790,3.0,4.72,22,0
640,690,5.0,4.03,21,0
560,740,2.5,3.58,24,0
660,740,2.0,4.12,24,0
560,750,4.0,4.08,24,0
700,680,2.5,4.02,42,0
540,790,6.0,3.91,31,0
610,730,5.5,3.48,22,0
630,740,5.0,4.35,25,0
690,740,5.5,4.57,21,0
700,750,4.0,4.46,21,1
720,790,3.5,4.72,42,1
670,710,2.0,3.45,24,0
640,690,6.0,3.82,23,0
500,690,3.0,4.33,25,0
560,780,2.0,4.1,22,0
710,720,5.5,4.61,24,0
610,710,5.0,4.4,21,0
600,750,3.5,4.7,42,1
660,730,5.5,4.13,21,0
680,710,5.5,3.56,21,0
510,710,5.0,4.03,22,0
490,720,2.0,4.33,22,0
510,770,5.5,4.01,22,0
550,760,3.0,3.37,25,0
680,770,5.0,3.69,22,1
720,720,5.0,4.08,25,0
700,730,4.0,4.78,23,0
530,690,3.0,4.4,22,0
580,720,4.0,4.73,25,0
530,760,5.5,4.74,22,0
530,680,3.0,3.54,23,0
630,720,3.5,4.6,22,0
600,680,5.0,4.1,22,0
640,690,2.5,3.34,23,0
680,770,3.5,3.84,20,1
680,770,4.5,4.02,31,1
510,760,5.0,4.62,36,0
570,690,4.5,4.63,23,0
630,710,4.5,4.68,22,0
530,780,3.0,3.81,22,0
690,770,2.0,3.76,22,1
520,740,5.5,3.49,22,0
680,680,5.0,4.18,22,0
480,740,3.0,4.48,23,0
530,770,3.0,3.58,22,0
490,790,5.0,3.44,22,0
630,720,4.0,3.35,22,0
700,760,3.0,4.79,22,1
510,790,5.0,3.84,36,0
560,740,6.0,4.54,24,0
540,740,3.0,3.8,22,0
600,690,2.0,4.75,24,0
600,740,6.0,3.54,21,0
620,790,5.0,3.65,24,1
550,720,2.5,4.62,25,0
680,720,4.5,4.58,23,0
490,770,2.5,4.35,22,0
500,690,6.0,4.35,25,0
660,690,2.5,4.71,22,0
640,750,2.0,4.18,25,1
550,710,5.5,4.73,24,0
490,760,5.0,3.95,22,0
490,680,5.0,3.93,24,0
670,780,2.0,4.39,24,1
500,770,6.0,4.11,22,0
560,770,5.0,4.77,24,0
670,790,5.0,4.24,25,1
650,740,4.5,4.28,22,0
670,780,2.0,4.83,25,1
630,740,5.5,4.69,22,0
690,780,3.0,4.84,22,1
710,790,4.5,4.67,24,1
590,730,3.0,4.48,21,0
650,760,5.0,4.8,22,1
500,710,4.0,3.89,24,0
520,800,3.5,4.51,21,0
600,730,6.0,3.37,25,0
500,700,6.0,3.96,24,0
640,770,4.0,3.76,23,1
510,690,5.5,3.37,21,0
620,690,2.5,3.85,21,0
710,690,5.0,3.53,22,0
620,780,2.0,3.86,23,1
640,700,2.5,4.49,25,0
720,800,5.5,4.06,24,1
630,760,4.5,4.41,22,1
720,740,3.5,3.66,25,0
570,740,3.5,3.49,31,0
720,800,2.0,3.76,24,1
600,680,4.5,3.39,24,0
530,720,3.0,4.01,23,0
680,790,4.5,4.2,23,1
640,790,5.0,4.51,24,1
600,700,5.0,4.62,31,0
610,760,4.5,4.7,24,1
480,800,5.5,4.57,22,0
620,740,4.0,4.57,36,0
710,740,5.5,4.45,24,0
540,740,6.0,3.87,21,0
620,770,5.5,3.64,24,1
600,750,3.5,4.23,22,1
570,770,6.0,3.78,21,0
640,680,5.0,4.28,22,0
670,760,3.5,3.95,21,1
650,780,4.0,3.89,23,1
630,690,4.5,4.35,22,0
500,750,4.0,3.58,25,0
540,750,4.5,4.0,25,0
640,750,2.5,3.33,36,1
590,680,2.0,4.72,31,0
670,700,5.0,3.65,42,0
540,780,6.0,4.0,21,0
550,690,2.5,4.32,21,0
510,730,3.0,4.04,24,0
610,780,3.5,3.42,22,1
590,710,4.5,4.34,22,0
530,780,3.5,4.19,23,0
690,770,5.0,3.44,23,1
710,680,6.0,4.85,22,0
610,770,4.0,3.73,25,1
710,790,2.5,3.38,22,1
570,680,6.0,4.48,23,0
690,770,2.0,3.75,22,1
660,680,2.0,3.92,24,0
570,780,6.0,4.08,20,0
560,790,4.0,3.45,23,0
540,740,3.5,3.86,36,0
590,680,2.0,4.27,23,0
640,750,5.5,3.51,42,1
680,760,6.0,3.37,22,1
660,740,4.0,3.31,23,0
640,800,2.5,4.55,42,1
690,680,3.5,3.36,24,0
630,800,6.0,3.36,31,1
640,760,4.0,4.73,22,1
480,780,5.0,3.4,25,0
670,750,3.5,3.53,36,1
660,720,4.5,3.93,24,0
520,680,2.5,3.75,22,0
630,770,3.0,3.8,24,1
650,740,4.5,4.22,36,0
480,680,5.0,4.79,36,0
590,790,6.0,4.52,20,0
530,710,2.5,3.51,21,0
500,740,4.5,4.5,24,0
570,690,3.0,4.74,22,0
640,720,4.0,3.47,25,0
530,730,4.5,4.34,24,0
600,690,4.0,4.71,25,0
720,680,3.5,4.04,21,0
670,680,2.5,3.99,42,0
690,680,6.0,3.97,22,0
490,680,2.0,3.69,23,0
720,720,3.5,4.81,25,0
620,750,3.0,4.67,25,1
590,700,2.5,3.78,24,0
600,680,2.5,4.73,23,0
650,740,2.0,4.25,20,0
670,730,3.0,4.22,23,0
580,770,2.5,3.44,42,0
560,680,3.5,3.46,21,0
510,780,3.5,3.85,24,0
660,720,3.5,4.45,22,0
490,780,5.0,4.56,42,0
520,790,3.5,3.9,25,0
500,740,3.5,4.7,25,0
700,750,3.5,3.3,21,1
500,720,4.0,4.13,42,0
700,710,6.0,3.81,42,0
680,800,3.0,3.68,25,1
660,780,4.0,4.21,24,1
570,770,4.0,4.14,23,0
520,790,4.0,4.18,25,0
590,690,3.5,3.9,22,0
500,690,2.0,3.57,23,0
480,730,3.5,4.48,20,0
630,680,4.5,3.87,31,0
560,750,2.0,4.66,20,0
570,680,2.0,4.26,24,0
640,780,5.5,3.47,31,1
520,760,3.0,4.39,20,0
610,710,4.5,4.54,23,0
480,730,6.0,3.89,21,0
490,740,5.0,3.93,21,0
620,750,2.0,3.95,21,1
510,770,3.5,3.38,31,0
580,710,2.5,4.14,22,0
660,680,5.5,4.4,21,0
600,750,3.0,4.35,21,1
510,760,6.0,4.78,22,0
690,740,3.0,4.75,22,0
570,780,2.0,4.37,24,0
500,720,2.0,4.8,31,0
490,770,2.0,4.6,23,0
490,680,5.0,4.79,21,0
540,690,3.0,3.9,21,0
650,730,2.0,3.93,23,0
670,710,3.0,4.82,22,0
700,770,4.5,3.87,23,1
680,680,2.0,4.1,22,0
660,740,3.0,4.37,31,0
590,730,6.0,4.05,24,0
700,760,2.5,3.56,24,1
650,780,4.0,3.88,31,1
620,690,2.5,3.53,21,0
700,780,2.5,4.06,22,1
710,690,6.0,4.05,21,0
640,780,4.0,4.58,21,1
680,680,3.0,3.41,21,0
670,780,3.0,4.28,22,1
480,740,4.0,4.39,21,0
590,770,2.0,3.79,24,0
670,780,3.0,4.56,23,1
580,770,6.0,4.16,24,0
680,700,3.0,3.71,31,0
660,770,5.0,3.72,23,1
620,800,2.0,3.77,25,1
540,700,3.5,3.48,21,0
600,730,3.5,3.84,25,0
520,690,6.0,4.12,23,0
610,750,2.0,3.37,31,1
710,750,6.0,4.12,20,1
490,720,6.0,4.11,22,0
720,780,4.5,4.46,24,1
610,780,2.0,4.1,22,1
500,770,2.5,4.23,31,0
680,710,6.0,4.74,22,0
710,760,2.5,3.81,22,1
560,690,5.5,4.49,22,0
490,730,6.0,4.56,22,0
490,760,5.5,3.41,25,0
650,740,5.0,4.05,23,0
600,680,4.0,4.2,23,0
620,750,3.0,4.73,22,1
500,800,3.0,4.27,36,0
600,750,5.5,3.65,42,1
530,730,3.0,3.53,23,0
720,770,6.0,3.31,22,1
670,760,3.5,4.41,24,1
490,790,4.5,4.55,31,0
550,800,2.0,4.85,21,0
580,750,4.0,3.59,21,0
510,730,2.5,3.69,22,0
500,790,5.0,3.49,22,0
660,780,6.0,4.26,42,1
610,690,4.0,3.45,31,0
640,720,2.0,4.2,36,0
490,680,4.0,3.78,22,0
520,740,4.5,3.67,31,0
620,740,5.5,4.06,22,0
620,800,6.0,3.34,22,1
610,680,4.0,3.45,22,0
570,750,4.5,3.78,22,0
650,680,5.5,4.8,20,0
490,690,5.0,3.44,21,0
670,750,5.5,4.17,22,1
680,710,5.5,4.65,21,0
