,Age_of_Car,Mileage,MPG,Resale_Price
1150,3,36024,25,428392
1151,4,30425,26,455340
1152,3,32338,33,286599
1153,2,30458,21,547669
1154,3,37742,22,587587
1155,8,34544,28,349373
1156,6,34533,30,304796
1157,3,33879,20,612823
1158,5,30876,26,420227
1159,6,38589,33,191133
1160,2,38244,20,557509
1161,3,36040,22,561887
1162,2,39394,32,341266
1163,8,32276,26,385134
1164,2,34424,22,544695
1165,7,40475,28,311112
1166,7,31228,33,214204
1167,4,38343,19,629628
1168,3,35069,25,486608
1169,2,33084,26,414068
1170,3,37479,30,292373
1171,8,38074,32,258648
1172,6,30263,31,249111
1173,2,40677,29,396465
1174,6,36520,22,479258
1175,2,41075,19,614639
1176,2,34614,27,424842
1177,2,35072,19,629286
1178,2,31949,27,400051
1179,5,33741,23,544965
1180,2,33696,24,544960
1181,2,33591,32,267141
1182,5,30824,25,493705
1183,2,41025,18,668504
1184,2,31831,18,692813
1185,5,39784,30,354485
1186,6,31142,29,339433
1187,6,37164,23,517710
1188,6,30776,28,329735
1189,8,35307,27,379705
1190,6,35121,19,636973
1191,6,32984,31,341429
1192,2,32853,18,693576
1193,6,36392,22,541078
1194,6,34201,33,238040
1195,5,30526,33,208653
1196,8,41921,31,310967
1197,5,34362,27,444600
1198,2,30892,22,504125
1199,8,39172,29,340744
1200,5,37691,18,577165
1201,2,34704,19,674376
1202,3,32549,22,570691
1203,4,39852,28,413912
1204,3,38659,19,577564
1205,3,31433,20,621045
1206,2,31139,25,476116
1207,2,32678,22,582772
1208,5,32310,32,327005
1209,8,35692,24,387952
1210,5,34459,33,192915
1211,4,39138,22,568556
1212,3,38973,26,400004
1213,3,40427,30,306682
1214,3,34691,32,290234
1215,6,38708,31,269837
1216,7,38312,31,246814
1217,2,40921,31,353263
1218,5,37319,21,565354
1219,2,35739,18,651566
1220,4,36903,18,672368
1221,2,39829,22,562126
1222,3,33186,29,403869
1223,7,40701,30,284798
1224,4,30086,29,315970
1225,5,37181,27,407939
1226,8,34979,28,325450
1227,7,34475,29,377939
1228,5,38088,32,267351
1229,3,33695,21,536849
1230,3,40357,28,370626
1231,6,38338,26,379917
1232,3,38856,32,268528
1233,2,38271,21,562745
1234,3,31875,24,512391
1235,2,41085,19,566954
1236,7,36767,32,276487
1237,5,30012,26,403696
1238,2,36665,18,623925
1239,7,36762,25,450717
1240,7,39451,18,615775
1241,5,32212,30,290355
1242,6,40505,31,225429
1243,6,39834,30,354885
1244,2,30238,23,491729
1245,3,34444,31,291383
1246,3,41859,30,317948
1247,2,39482,18,619855
1248,3,41284,33,254117
1249,4,37095,22,493005
1250,4,36884,33,295803
1251,3,30275,33,228318
1252,2,36657,29,340924
1253,2,31093,25,459320
1254,2,32666,33,227775
1255,2,39285,20,587516
1256,7,41908,22,528174
1257,8,41328,33,248651
1258,3,31864,29,375783
1259,8,34231,32,248268
1260,2,40384,21,524296
1261,6,41853,19,549051
1262,6,39055,29,303808
1263,6,39028,30,307062
1264,5,33953,19,556109
1265,6,32296,19,578480
1266,2,31263,23,573792
1267,7,40519,19,599803
1268,5,31122,25,484798
1269,6,36046,33,247531
1270,4,34402,31,265148
1271,4,31322,25,505327
1272,3,30798,33,316520
1273,5,38777,25,435807
1274,3,33910,24,450979
1275,5,41036,25,392768
1276,3,33905,26,477273
1277,2,34083,18,697298
1278,8,38808,26,360394
1279,3,38318,33,242435
1280,4,33203,33,290534
1281,8,30158,23,507743
1282,3,41140,31,290526
1283,3,37604,23,484951
1284,2,30598,29,403002
1285,5,35465,26,394003
1286,3,30093,31,337432
1287,6,33099,31,259480
1288,5,33824,20,618459
1289,2,31399,18,649745
1290,3,31286,27,430531
1291,2,34235,31,340539
1292,2,40219,22,596252
1293,2,41600,21,620393
1294,2,36188,28,412107
1295,8,36483,27,417061
1296,7,33403,19,534548
1297,2,41524,24,493629
1298,2,33470,27,440778
1299,5,41581,27,374198
1300,2,40204,30,321869
1301,6,35186,33,224921
1302,6,38936,22,451682
1303,7,35130,25,393404
1304,5,33462,23,537447
1305,6,37382,29,370473
1306,5,34888,30,319088
1307,3,40182,29,322379
1308,2,41138,24,454183
1309,5,38839,23,465277
1310,6,41133,20,562561
1311,5,31598,20,618291
1312,2,36088,24,521271
1313,5,31998,30,291957
1314,3,39594,28,416669
1315,2,31861,21,549600
1316,2,37731,33,315172
1317,2,30818,30,332000
1318,3,31151,28,358905
1319,8,36076,25,400641
1320,4,33685,32,233600
1321,6,37269,25,391511
1322,3,34533,28,338666
1323,3,35557,32,271834
1324,6,34961,22,456223
1325,7,39980,26,380326
1326,2,32426,25,456016
1327,5,30254,29,353401
1328,2,38325,19,625553
1329,2,33169,33,246451
1330,3,32639,26,486701
1331,6,33163,32,275177
1332,7,41571,20,546098
1333,4,31064,22,489895
1334,6,34261,30,314013
1335,2,41123,21,575766
1336,3,33284,32,238241
1337,2,33665,25,500170
1338,5,41280,22,471932
1339,2,32413,30,401057
1340,6,36167,29,371516
1341,2,30701,18,692764
1342,6,40920,22,491326
1343,5,36688,24,465371
1344,2,35606,27,461692
1345,5,41250,22,505428
1346,4,34035,29,340499
1347,2,36048,25,457546
1348,4,37874,25,444732
1349,6,40541,32,202205
1350,6,31586,30,347685
1351,2,31805,27,475616
1352,2,35795,27,420409
1353,6,34916,28,385442
1354,3,31599,28,397466
1355,3,34468,21,603190
1356,6,34036,32,241529
1357,2,40059,18,630750
1358,6,36721,29,360423
1359,8,40426,27,362016
1360,4,31077,18,614563
1361,2,39540,23,474091
1362,3,31526,27,378332
1363,3,36633,25,503624
1364,3,32353,19,586123
1365,7,35425,29,301391
1366,5,38674,24,463965
1367,6,36330,32,210760
1368,2,35114,23,547012
1369,8,41480,30,237729
1370,6,34562,20,569126
1371,2,38566,24,485771
1372,3,31286,25,426335
1373,4,40988,33,243903
1374,2,37726,33,281735
1375,6,32075,18,581222
1376,2,35364,24,543583
1377,2,41197,22,511157
1378,6,32556,33,274841
1379,2,31480,20,580343
1380,3,30683,29,329153
1381,2,40805,21,529239
1382,5,34264,18,593112
1383,5,39178,20,568710
1384,4,38258,25,412470
1385,4,33717,20,594077
1386,2,30894,21,594548
1387,2,30318,26,481669
1388,2,41369,30,338911
1389,2,30248,24,477154
1390,6,30690,20,522930
1391,4,40055,31,250131
1392,8,32971,33,266570
1393,2,41293,26,444603
1394,5,39378,25,403463
1395,2,31509,27,374793
1396,4,34188,22,564735
1397,5,39858,30,278042
1398,6,30387,29,335988
1399,3,41814,32,238403
1400,6,38232,30,308357
1401,6,32329,33,242771
1402,5,36837,23,537695
1403,3,31927,33,242759
1404,6,33938,30,350912
1405,2,41124,19,634020
1406,3,39430,28,376731
1407,3,31628,33,220888
1408,2,30194,18,612206
1409,6,39548,24,495486
1410,7,30905,30,353613
1411,3,37436,19,577895
1412,2,37632,22,552477
1413,2,32230,22,596165
1414,6,39890,21,497794
1415,4,38953,29,319223
1416,6,34857,21,545955
1417,7,31681,28,312736
1418,4,31842,24,432213
1419,4,36389,24,452096
1420,3,34978,28,429327
1421,4,41838,31,319545
1422,7,39771,30,298666
1423,3,30471,18,602615
1424,3,40596,31,266923
1425,2,35725,31,313052
1426,8,34926,28,306463
1427,2,38256,26,441680
1428,5,41486,20,568729
1429,3,38128,19,645025
1430,2,31173,20,626680
1431,2,41712,27,370902
1432,5,41671,27,401955
1433,3,35314,27,463817
1434,2,31088,21,542856
1435,6,30412,19,639238
1436,6,31728,30,271120
1437,4,34072,22,526593
1438,3,30680,31,281526
1439,2,33342,24,551886
1440,8,37270,23,514872
1441,2,33754,21,542023
1442,7,31295,33,250231
1443,7,37863,28,380978
1444,5,40897,28,392212
1445,2,33168,26,397685
1446,6,30684,20,521011
1447,3,35148,30,332903
1448,5,31828,30,309000
1449,4,41792,27,427526
1450,5,33944,28,419507
1451,5,30876,22,559396
1452,7,39424,19,517934
1453,2,33570,19,614894
1454,4,32949,19,656586
1455,7,32575,31,247943
1456,6,30050,24,459278
1457,2,41882,29,390237
1458,6,37312,31,298764
1459,7,30365,20,558344
1460,2,39671,25,499860
1461,2,38870,18,617248
1462,2,33303,18,678218
1463,3,30531,28,415658
1464,2,32629,19,650691
1465,6,33645,30,353626
1466,3,33612,20,604699
1467,3,36759,30,299627
1468,3,32174,28,430436
1469,5,41670,31,298730
1470,2,37641,18,673902
1471,6,39331,25,442703
1472,2,39978,19,615761
1473,7,40978,33,204268
1474,2,36018,20,591380
1475,3,33472,20,547541
1476,2,40336,20,632489
1477,4,41699,21,585458
1478,2,41814,20,540668
1479,3,34756,26,395838
1480,2,41051,27,392103
1481,3,41662,27,439617
1482,3,31961,32,265534
1483,5,32834,19,582868
1484,6,37376,31,332424
1485,7,30117,30,278898
1486,6,41341,29,331735
1487,3,34789,18,690906
1488,3,35000,23,545154
1489,6,38134,20,572834
1490,5,35890,27,385463
1491,6,39035,24,421801
1492,2,33474,25,470365
1493,7,33215,23,431078
1494,2,41027,25,515343
1495,4,39864,25,450436
1496,3,30583,18,644298
1497,6,38287,24,422931
1498,4,33916,27,434825
1499,2,40192,30,373110
1500,6,38857,33,258856
1501,2,32502,22,530841
1502,5,39950,26,443659
1503,2,38263,22,525342
1504,6,38995,27,433756
1505,2,36578,28,423522
1506,6,35793,27,375883
1507,3,36625,20,553865
1508,6,32805,20,558769
1509,3,31456,19,581012
1510,3,40696,29,331842
1511,5,40640,26,388938
1512,6,32337,31,309554
1513,6,32931,23,491488
1514,5,32312,27,425796
1515,4,38236,24,439672
1516,2,32654,25,458814
1517,5,30334,24,452827
1518,2,33289,33,248862
1519,6,30211,29,296676
1520,2,33614,33,241632
1521,2,38438,21,607168
1522,2,30963,21,626481
1523,2,38747,30,336160
1524,2,41839,21,540503
1525,6,41430,29,371932
1526,6,38950,28,326007
1527,2,35262,28,418634
1528,6,34990,25,472220
1529,8,41366,31,211536
1530,4,39727,32,259063
1531,3,32808,25,461856
1532,3,33960,26,402542
1533,3,34691,22,584148
1534,2,33407,30,306432
1535,4,41600,33,233469
1536,8,39253,33,230046
1537,3,41523,19,641106
1538,8,38004,22,449731
1539,8,40076,19,600392
1540,6,35482,23,465171
1541,3,34140,21,613880
1542,7,41266,25,393074
1543,3,34899,29,352377
1544,8,30610,24,440412
1545,3,41124,20,530557
1546,2,36068,32,297267
1547,4,31568,33,234450
1548,8,34299,32,203924
1549,2,31094,28,403993
1550,6,30199,28,398222
1551,7,38226,20,523962
1552,4,37499,22,558847
1553,8,41530,31,235204
1554,3,36278,25,447626
1555,4,36017,27,441113
1556,3,33891,29,343851
1557,2,38991,25,425117
1558,2,37159,20,550377
1559,7,33699,31,267341
1560,6,37399,18,578485
1561,7,31228,20,525849
1562,6,36325,28,384962
1563,4,30548,30,327019
1564,3,31058,30,346168
1565,4,30197,26,398630
1566,4,37987,33,211257
1567,7,37769,32,211092
1568,8,37464,21,546838
1569,2,35198,20,581580
1570,7,38126,25,374829
1571,2,33272,20,629853
1572,6,41360,29,322088
1573,8,36304,29,282104
1574,3,32054,26,492718
1575,5,41134,18,646336
1576,7,32974,28,389694
1577,3,34736,19,611521
1578,4,34225,33,244841
1579,3,41208,21,511970
1580,5,41866,24,418362
1581,4,41950,33,271101
1582,6,35435,31,309894
1583,3,34331,24,540412
1584,6,33951,31,332552
1585,2,38392,23,541473
1586,2,38802,31,362883
1587,2,32295,20,556362
1588,3,34816,31,275680
1589,5,33812,18,633620
1590,6,39711,28,382451
1591,4,30987,25,449226
1592,2,34022,27,459937
1593,2,36212,30,342555
1594,7,37252,27,424430
1595,6,41595,28,359596
1596,2,34061,25,497823
1597,2,37771,25,503372
1598,6,41011,26,389991
1599,4,40608,29,356888
1600,2,30447,26,453983
1601,2,38934,33,325426
1602,6,41324,19,609480
1603,4,33728,21,572292
1604,7,31850,27,425761
1605,6,38124,29,363698
1606,2,36478,33,306484
1607,5,32078,30,342153
1608,7,35054,27,350660
1609,6,41294,26,376024
1610,5,31612,33,228565
1611,5,36740,22,495637
1612,6,30809,32,221730
1613,2,37453,27,377706
1614,6,39482,32,283205
1615,3,41847,27,456088
1616,2,40908,21,609984
1617,5,32286,28,401501
1618,8,32136,22,452363
1619,5,30807,29,349188
1620,2,35388,29,420416
1621,2,30383,20,592518
1622,8,34792,20,507352
1623,5,38363,33,264406
1624,2,33568,27,371993
1625,2,38981,22,505489
1626,3,32522,18,689840
1627,2,34281,31,301140
1628,2,35514,26,437751
1629,6,31863,19,623208
1630,2,40270,25,434813
1631,8,31730,30,342099
1632,5,34504,33,249165
1633,8,41692,22,525308
1634,2,36505,18,624257
1635,2,33368,28,383028
1636,3,34574,19,653853
1637,3,30873,33,289465
1638,6,39029,30,357347
1639,7,30285,24,434852
1640,6,35313,32,260862
1641,6,38804,26,399483
1642,7,35190,22,516588
1643,2,30290,31,310656
1644,6,34095,27,420386
1645,7,41569,24,423742
1646,3,31534,33,298812
1647,2,33027,26,479273
1648,3,40647,30,329290
1649,8,35363,26,411823
1650,6,33482,31,252018
1651,6,35400,23,451531
1652,2,34009,22,587785
1653,8,37097,19,510233
1654,4,36275,25,477449
1655,6,37774,33,271939
1656,6,33026,24,498629
1657,2,33062,19,677016
1658,2,35563,21,534267
1659,2,41364,30,352728
1660,7,36545,27,336975
1661,2,39254,27,414355
1662,5,34636,30,350765
1663,4,35909,28,367105
1664,2,34130,28,443495
1665,7,32597,24,482325
1666,6,34056,20,518913
1667,7,39011,33,177008
1668,2,41892,20,602162
1669,6,32536,31,293588
1670,2,38272,29,329773
1671,3,34756,33,210884
1672,3,34654,24,536205
1673,2,35732,23,548675
1674,4,41585,19,644871
1675,5,38739,21,539464
1676,2,39234,24,541503
1677,5,36380,21,570815
1678,5,38162,23,531390
1679,8,34785,21,494351
1680,2,34018,18,678116
1681,2,41563,27,426005
1682,8,36993,19,533462
1683,4,40903,20,567357
1684,3,33625,33,223773
1685,6,38356,19,617784
1686,5,36290,20,579287
1687,3,37508,19,563319
1688,2,40618,29,399289
1689,3,40742,21,520309
1690,3,38559,26,444344
1691,7,32114,32,257440
1692,2,33011,33,305693
1693,2,38590,20,615222
1694,4,33300,29,364148
1695,4,40147,22,553906
1696,6,40775,32,226047
1697,8,30870,19,578923
1698,2,32696,28,403738
1699,6,40467,20,585179
1700,6,34730,25,479904
1701,4,33910,19,580383
1702,6,36707,20,528290
1703,6,32231,21,573685
1704,6,40196,22,517138
1705,7,40219,28,337796
1706,6,36649,28,409277
1707,4,33927,21,600086
1708,8,40383,20,536352
1709,3,38541,28,415298
1710,5,37687,21,512789
1711,5,30390,19,629665
1712,7,39780,27,405923
1713,2,38406,30,396496
1714,3,35874,24,488319
1715,3,33038,31,369232
1716,3,38447,27,378212
1717,3,40971,19,580133
1718,3,39795,31,310864
1719,2,31052,31,279482
1720,2,33885,28,379878
1721,2,38328,22,600420
1722,7,39960,31,259828
1723,2,40133,18,601067
1724,8,38218,25,390745
1725,7,41846,31,309374
1726,2,30143,22,572679
1727,4,32184,19,584193
1728,8,33220,29,346827
1729,2,35867,32,249736
1730,2,41979,31,286642
1731,4,37602,23,506398
1732,7,33102,20,551408
1733,5,33859,24,428352
1734,6,36345,26,448809
1735,2,32580,31,360422
1736,6,39017,20,558579
1737,6,35277,21,575793
1738,4,39021,28,358214
1739,3,35267,27,468150
1740,5,38997,24,414469
1741,5,32065,33,258027
1742,7,31780,21,514029
1743,8,39698,19,571558
1744,4,36227,28,377661
1745,2,35813,30,306983
1746,3,41473,33,275921
1747,4,34461,27,351187
1748,2,36285,20,549899
1749,6,35376,21,565731
1750,2,32285,18,670384
1751,3,38976,30,294562
1752,5,32519,24,437410
1753,2,37647,32,304589
1754,4,37561,22,564230
1755,2,38752,18,665630
1756,2,30389,28,381278
1757,5,33567,24,451402
1758,2,35813,25,436246
1759,3,35977,24,434810
1760,4,39225,23,447619
1761,8,33459,32,240767
1762,3,39832,32,326342
1763,6,33981,21,577584
1764,7,38059,23,426559
1765,7,41526,21,469999
1766,5,37340,24,497024
1767,3,32208,20,571201
1768,2,38750,20,574819
1769,6,35183,27,424680
1770,7,31479,29,359898
1771,2,30120,22,539972
1772,2,31318,20,566378
1773,3,41455,33,301219
1774,8,35756,24,425790
1775,7,36098,28,324129
1776,8,40432,30,290005
1777,7,35330,21,476203
1778,2,37645,21,523585
1779,3,35632,24,513610
1780,7,41913,27,355550
1781,6,36787,23,430653
1782,5,41404,32,292925
1783,3,33238,29,329601
1784,3,39848,23,474457
1785,7,36323,22,494059
1786,6,37099,19,578899
1787,3,40624,23,459315
1788,4,31600,24,492437
1789,4,30121,25,505617
1790,5,37638,33,192981
1791,5,36391,23,440342
1792,3,36941,27,383122
1793,2,37857,21,600941
1794,2,32269,23,580561
1795,4,41615,19,578891
1796,3,36981,20,631411
1797,4,30442,24,467519
1798,6,39553,26,425493
1799,3,35840,24,484135
1800,4,31113,27,375076
1801,4,34632,20,625469
1802,2,38012,28,381280
1803,3,33281,25,509984
1804,3,35179,31,320721
1805,5,37623,27,368574
1806,8,33381,28,366435
1807,6,31416,30,353626
1808,4,33966,30,336670
1809,2,32885,21,609735
1810,4,31148,33,251928
1811,3,32021,21,581444
1812,3,33192,20,538981
1813,4,31652,31,255336
1814,3,37860,20,546194
1815,4,40049,19,574221
1816,4,36947,32,325196
1817,7,35938,21,504400
1818,8,30123,22,491908
1819,3,30715,19,573944
1820,6,38090,22,487313
1821,6,31841,18,642102
1822,5,33387,29,391290
1823,2,39028,28,343561
1824,6,34154,28,320037
1825,6,40600,19,575833
1826,4,40376,29,380120
1827,6,35299,30,330303
1828,3,31312,29,327806
1829,5,41390,27,407958
1830,2,32334,27,463287
1831,4,36462,29,346226
1832,7,32399,24,505298
1833,5,39125,24,419380
1834,4,37880,19,583028
1835,2,38985,27,369984
1836,8,38464,21,482744
1837,3,36454,23,547836
1838,7,31690,29,382197
1839,7,34816,25,370864
1840,5,39021,29,319821
1841,5,35626,25,403003
1842,3,30541,18,600602
1843,2,30479,32,337867
1844,3,32154,25,475665
1845,6,39053,25,448800
1846,7,34239,28,342270
1847,3,37239,22,554047
1848,3,38650,19,623962
1849,8,36468,29,263259
1850,8,33436,28,379448
1851,2,39185,20,606251
1852,6,39415,30,268840
1853,2,34665,29,336731
1854,2,36558,20,557300
1855,8,31510,19,573114
1856,2,40451,21,531647
1857,2,41471,30,309952
1858,3,31391,26,399838
1859,7,35936,21,481066
1860,6,36058,29,370044
1861,2,33978,19,673285
1862,3,30175,23,490678
1863,7,39536,30,330360
1864,6,30523,21,566127
1865,4,38660,23,538838
1866,3,35737,28,439902
1867,2,41640,19,574298
1868,6,32888,26,409006
1869,2,31030,32,276301
1870,6,33536,19,592178
1871,3,35304,31,348198
1872,4,37537,27,423358
1873,3,37905,28,433732
1874,2,31490,28,350402
1875,6,39193,26,359308
1876,6,40318,22,469456
1877,7,38573,22,522706
1878,6,40680,27,339090
1879,3,35490,32,288256
1880,7,31646,27,379938
1881,2,41804,31,319731
1882,2,32600,31,276661
1883,8,38973,26,405431
1884,4,32886,25,462246
1885,4,30385,18,630125
1886,2,33454,28,450854
1887,6,39636,25,385271
1888,2,32476,29,360688
1889,4,31519,22,584188
1890,4,39539,31,267770
1891,2,37600,32,303536
1892,6,37909,31,268893
1893,2,38789,23,540612
1894,5,37385,32,293113
1895,6,36992,18,620056
1896,6,31027,18,609572
1897,6,30238,26,434520
1898,8,35677,32,259975
1899,7,36386,33,198721
1900,6,34285,29,338482
1901,2,35277,29,413623
1902,4,41952,29,296463
1903,2,39188,30,372769
1904,2,32100,22,592609
1905,2,41553,32,252643
1906,3,35722,26,386279
1907,8,40078,28,322457
1908,2,35217,20,637660
1909,8,37748,31,267609
1910,2,32334,25,448999
1911,3,34872,31,287211
1912,3,33898,25,424570
1913,5,30990,23,475241
1914,6,30706,31,302469
1915,8,31334,23,498656
1916,3,38524,29,372560
1917,4,32831,27,415779
1918,6,30671,27,349899
1919,2,34019,28,419212
1920,7,33953,22,521712
1921,3,37121,18,617346
1922,7,37243,24,447845
1923,3,34255,21,578498
1924,2,38923,19,643631
1925,3,38665,25,442359
1926,5,31329,19,610287
1927,2,37524,24,548589
1928,3,40550,26,409347
1929,2,38419,29,335489
1930,6,38734,28,385751
1931,3,36888,18,642609
1932,6,39741,21,533797
1933,2,34522,28,439047
1934,6,36587,27,363040
1935,3,30696,21,550013
1936,3,38584,22,542815
1937,7,38978,20,593060
1938,7,31016,30,257250
1939,2,40295,22,599406
1940,2,34622,20,598214
1941,6,37675,25,428003
1942,3,41772,21,515837
1943,6,33284,22,530045
1944,7,31598,30,332255
1945,6,31997,20,532601
1946,6,36272,32,287683
1947,4,31510,29,339672
1948,3,40194,31,279605
1949,4,41736,23,536501
1950,2,34203,33,313532
1951,3,36993,21,590075
1952,8,37102,29,336360
1953,6,30457,20,590494
1954,6,31895,27,438113
1955,4,34736,33,264930
1956,7,34939,27,355525
1957,7,36867,21,562606
1958,8,30623,26,409115
1959,8,31036,26,428170
1960,3,36185,19,617715
1961,4,32257,29,380341
1962,3,41925,25,419587
1963,6,41921,18,645649
1964,8,33476,19,543882
1965,2,31398,33,301725
1966,6,30728,32,308600
1967,6,41998,28,313630
1968,3,33119,30,357309
1969,3,41820,29,353823
1970,2,41122,27,450532
1971,7,39731,26,352708
1972,2,31119,33,250655
1973,6,36834,30,277073
1974,6,33579,31,231957
1975,2,32386,31,294842
1976,8,37493,21,521793
1977,2,39538,25,455602
1978,4,38250,26,408626
1979,6,40576,18,583783
1980,3,36143,28,435345
1981,8,36857,26,376824
1982,2,37835,18,604843
1983,5,37858,25,396439
1984,3,41174,18,649625
1985,6,40330,27,337331
1986,5,34314,24,433097
1987,7,36028,25,376963
1988,5,32416,26,450424
1989,2,31952,20,580253
1990,3,41429,19,631895
1991,2,33252,27,457164
1992,5,35228,29,295303
1993,7,35384,25,410082
1994,3,33971,20,592437
1995,2,32127,25,514059
1996,6,30411,28,355447
1997,3,30803,21,602305
1998,3,39939,19,653204
1999,3,31250,24,506936
2000,2,30752,23,562327
2001,7,33863,25,429162
2002,2,30675,32,274396
2003,6,39610,21,536527
